,s.area,s.perimeter,s.radius.mean,s.radius.sd,s.radius.min,s.radius.max,id,m.cx,m.cy,m.majoraxis,m.eccentricity,m.theta
448,159,58,7.994343509,3.141214054,2.864612497,14.11769999,448,671.9526182,682.5818168,25.25414665,0.955199059,1.010619558
449,107,40,5.628319865,1.325288836,2.98171511,8.508268038,449,887.8930202,131.330091,13.08880687,0.494746715,1.459574476
450,98,30,5.224329497,0.858773786,3.764158457,6.645967867,450,1797.526408,90.56470006,13.53437478,0.765702251,-0.532605583
451,92,29,4.987767766,0.629956922,3.877585824,6.236805335,451,1196.027201,473.5410956,11.10269387,0.659405782,-0.49894467
452,90,29,4.959276891,0.62268516,3.958915044,6.513956479,452,346.1104424,671.3275824,11.09272079,0.429150866,1.386350113
453,117,36,5.778538196,1.568303722,3.343156821,8.528320649,453,507.7111474,1008.582883,17.08255682,0.867821898,-1.543533961
454,95,32,5.028594878,0.734442258,3.542432515,6.188604699,454,2202.503697,381.6422646,12.5002803,0.668254121,0.366234835
455,97,32,5.17850175,0.911361926,3.193162862,7.005090225,455,776.8146153,596.8933854,12.5840858,0.672350421,1.067800286
456,119,42,5.968619295,1.791661471,2.314305311,9.348990754,456,414.4805878,536.0776248,16.26759596,0.766746497,-0.735296909
457,99,39,5.456926878,1.582195586,2.846615809,8.569513107,457,843.5888341,580.5834163,13.67557314,0.776137956,-1.051659197
458,67,24,4.166638585,0.23619816,3.605551275,4.472135955,458,200.04357,94.98622008,8.122121435,0.356893556,-0.350655364
459,98,32,5.18321633,0.870238676,3.231014256,6.661602895,459,863.0546136,519.4734521,13.01427629,0.70320455,1.491198125
460,108,34,5.492731359,1.174766029,3.130937266,7.44646406,460,1806.444804,638.1072512,13.76253998,0.823958949,0.211690811
461,117,38,5.909533395,1.41048393,3.599495963,8.660773797,461,124.2523832,250.6453205,15.94857262,0.805356289,1.46426362
462,109,40,5.544337025,1.282459339,2.9309768,8.015024953,462,1159.451192,100.5186906,12.94937457,0.374666675,0.138217539
463,116,37,5.782570531,1.53346194,2.774321362,8.11535712,463,1702.659383,491.3751144,17.37895302,0.873888011,-0.65741656
464,94,30,5.099415854,0.783412872,3.792390041,6.510162995,464,748.873559,505.7952874,11.51305538,0.737026228,-0.765924226
465,129,46,6.104418538,1.538806961,2.458060311,9.124661736,465,357.3093175,315.720612,14.5771598,0.377502696,-0.805645946
466,82,28,4.682054518,0.468985205,3.775086159,5.679020647,466,1641.501405,136.4360202,11.01976787,0.569788045,0.722865601
467,78,25,4.5663962,0.275727664,3.756594202,4.959032164,467,1481.409505,330.6896512,8.413049424,0.338857737,-0.854934245
468,138,47,6.582002113,2.237590015,2.623586299,10.26096781,468,1489.811915,725.8451453,20.83299313,0.900182056,-0.485945737
469,107,37,5.592863959,1.306137048,2.533630626,8.478133262,469,2173.613468,307.2291525,13.81218591,0.558163733,-1.339143836
470,209,59,8.20873836,3.00073893,0.803790217,12.63712492,470,271.1942316,856.1641291,26.5833506,0.892206667,-0.154352747
471,178,58,8.127995503,3.381581668,3.115684689,14.50150675,471,288.3780964,46.27423182,26.76579219,0.953129014,-0.099471784
472,110,38,5.60884704,1.632844496,2.165743109,8.300660789,472,673.1924072,630.4453311,16.95520375,0.853017181,0.508125309
473,124,43,6.516992913,2.077299782,3.012323705,10.3138945,473,2332.336232,633.6440125,18.98414702,0.888808234,-1.081427638
474,77,33,4.619753372,0.96515508,3.039984534,6.443153982,474,833.4762279,667.8023838,9.957307661,0.583925805,-0.136057862
475,69,24,4.254877954,0.377546525,3.594459471,5.050096259,475,1563.936092,684.8184533,8.424191096,0.526516289,1.567300952
476,114,42,5.588335466,1.77778778,1.394026778,8.306077877,476,833.9140489,626.4837241,13.29734647,0.655820791,0.238631357
477,119,46,6.224630076,1.965008474,3.333183677,10.64553919,477,219.8290391,90.59444234,18.89596705,0.870137338,-1.260348061
478,74,27,4.419348778,0.474537963,3.48325408,5.704425159,478,599.8184219,128.3665934,8.559357395,0.447467156,-0.869158939
479,149,43,6.656717439,1.993949857,3.168257929,9.870826062,479,1369.203306,505.6700133,18.62780608,0.87840443,-0.966738091
480,77,26,4.503968001,0.304910595,3.923076923,5.061748885,480,235.4608585,204.1756836,9.511465822,0.230824535,-1.151330941
481,208,76,7.901414263,3.248448427,0.882266032,14.86038441,481,1179.104924,627.8662625,28.5952331,0.894709638,-1.553033763
482,123,45,6.161073878,2.219260977,1.600154314,9.713932974,482,529.8161142,623.8953776,18.36613084,0.808340062,-1.355848281
483,161,54,7.134684958,2.556207977,2.865348055,11.65026772,483,1460.130964,663.0086322,22.53122877,0.906574419,-0.777847974
484,93,32,5.096410541,1.148724659,3.034309023,7.164637552,484,912.0991596,625.845256,11.65009073,0.735558375,0.946447667
485,83,28,4.729370178,0.658846056,3.357142857,6.022491857,485,1515.643423,624.9021499,10.76820599,0.619744268,-1.060232524
486,85,27,4.79129888,0.51676785,3.579586998,5.894011283,486,1513.366955,546.5700977,10.67329058,0.51234263,-1.175338051
487,209,77,9.431678518,4.237759206,0.716525414,16.86483026,487,864.1479458,485.368838,30.19436852,0.948996266,0.146261447
488,65,23,4.117844156,0.229807097,3.699486502,4.538638987,488,955.9410988,420.8038429,8.558718464,0.290165074,-0.597582547
489,135,45,6.670454257,2.337636878,2.313353613,10.48154168,489,1083.85349,580.841098,20.97650861,0.885869104,-1.084245681
490,102,34,5.28223983,1.067862312,3.206421973,7.045146063,490,644.7406431,339.411552,13.54355986,0.768787786,-0.021263228
491,159,48,7.0186793,2.345640588,2.522124325,10.6627597,491,1269.498579,330.0477711,21.67437515,0.899708446,-0.146558922
492,119,39,5.968069922,1.716079556,2.851231322,8.968679522,492,1611.249896,566.4351523,17.52370842,0.859374953,-0.879187736
493,132,45,6.289100072,2.197149789,1.645795241,9.308167129,493,784.9030981,569.77182,19.59954567,0.9206444,-0.15744524
494,174,64,7.939164201,2.48569028,2.917150258,11.96911716,494,1048.71548,123.1819096,22.72069967,0.844029081,0.301453679
495,153,49,6.836647996,2.211801135,2.583467123,11.07860672,495,2064.737333,380.6130932,20.68648785,0.824456899,-0.610856646
496,70,24,4.285987918,0.336075076,3.653860211,4.823625308,496,1015.728882,596.4676858,8.441023653,0.437306424,-0.161108326
497,157,48,6.998278904,2.715256284,2.161552458,10.81691464,497,1841.664757,602.5866611,24.23661609,0.933618935,-0.79398073
498,137,41,6.218261706,2.177045505,1.843521705,9.292458867,498,1260.340147,487.3325451,19.47885413,0.906291663,1.537223262
499,90,33,4.940198769,1.019705271,2.78689047,6.325281238,499,854.0384336,720.9486854,11.64510081,0.653577115,0.128584015
500,140,48,6.326555937,1.521929641,3.380717893,8.89124589,500,986.7601891,591.4352622,15.95076416,0.560563402,-0.796514915
501,109,35,5.541827615,1.25778545,3.462923149,7.628357407,501,1322.556514,530.9414283,15.36631813,0.84430149,1.374620916
502,155,54,7.365288688,2.662249152,2.620812029,12.12962963,502,524.4329625,388.8396842,23.18399467,0.923482616,-0.954854492
503,127,44,6.263507193,2.537199755,1.689325994,9.636068821,503,1144.385093,430.0852816,21.55360329,0.939523423,1.524403788
504,106,40,5.361636801,1.582040081,1.341640786,7.655063684,504,1748.857216,601.1939441,14.81871699,0.667787831,-1.550439017
505,95,29,5.141184398,0.804916177,3.472501112,6.434523413,505,1245.860572,660.0373744,13.04560515,0.706742148,-1.046275552
506,171,53,7.95111748,3.659806602,1.706999808,13.57191465,506,1715.312848,593.9686611,30.70925377,0.969434989,-0.812662284
507,85,28,4.76787348,0.660113496,3.214285714,5.944041778,507,1527.511993,500.2995859,10.27194241,0.600154645,0.44496994
508,98,33,5.189259898,1.030727402,3.41255716,7.065286523,508,1099.538506,598.5797317,12.44242733,0.510785094,-1.287694238
509,65,23,4.117844156,0.229807097,3.699486502,4.538638987,509,941.2250667,494.9404824,8.256731034,0.315212896,0.995923846
510,73,26,4.391188397,0.495551183,3.253809783,5.488691979,510,1512.030765,723.4205929,10.11707607,0.621577073,1.222088731
511,188,91,9.765178523,3.425232759,2.069467402,15.54034992,511,841.4850151,991.5359692,36.77078797,0.894811954,0.867516648
512,154,57,6.991318608,2.665260302,0.350877193,11.40099837,512,332.1026286,436.0444596,21.99035825,0.820293499,0.521189188
513,207,76,8.539462185,3.405992518,2.444749589,15.6987415,513,970.0563198,656.531653,30.5990474,0.942440175,-1.215044826
514,109,39,5.54737412,1.351386658,2.902763425,7.852184711,514,585.0742511,92.37600116,14.88181634,0.815377378,-0.95841728
515,134,43,6.315387236,2.109274072,1.88429506,9.723711631,515,2102.026277,472.4979335,20.15134686,0.896126483,-1.428904122
516,114,39,5.970539418,1.701682353,2.791105437,9.541838388,516,23.79000786,1070.146769,16.6351194,0.853507656,1.091010055
517,147,46,6.620812547,1.924717839,1.554613842,9.239769799,517,1256.479038,736.9531389,18.95021871,0.823005177,1.025119501
518,109,36,5.437622911,1.001235801,3.111235117,7.181133117,518,734.7971684,1111.424761,12.78742155,0.459497177,0.867134938
519,93,30,5.057804179,1.05974588,3.145720197,6.725242664,519,1948.494171,622.2440661,13.46751384,0.774831344,0.415541796
520,119,37,5.786203619,1.464373978,2.634961879,7.967657413,520,957.8478867,538.4862168,16.29719992,0.842141224,0.672247305
521,75,25,4.480531642,0.389918198,3.545814434,5.045076808,521,985.5522474,546.1946889,9.08831099,0.480813698,0.698444211
522,138,47,6.045158193,1.79057968,1.442107507,8.642724995,522,962.0485215,569.2658983,15.01014836,0.611919172,-0.894548957
523,156,53,6.681268886,2.796660192,0.352481919,11.0313318,523,1371.854321,536.8107336,23.10387908,0.927064193,-0.163491434
524,163,61,7.182292492,2.601087365,2.22353346,12.47528058,524,214.9733769,528.5990962,21.87332408,0.833533637,-1.47654388
525,128,44,5.900230129,1.396124849,2.538240589,8.422746897,525,445.3047817,559.6584846,15.06616025,0.676659973,-1.164455522
526,155,52,7.528712598,3.022364114,2.380035925,12.70263275,526,887.0965356,588.5413032,26.45858754,0.955250962,-0.327034985
527,69,25,4.251237155,0.408635111,3.310589071,4.841487375,527,1822.39793,556.6159013,9.158423068,0.455404545,1.143113253
528,66,26,4.131211188,0.509918815,3.116334138,5.130976815,528,844.4252453,714.937675,8.76023137,0.534241303,-0.867288259
529,87,31,4.894577134,0.973869424,2.856432943,6.732050169,529,1292.860335,715.7351913,11.28054849,0.740865802,-1.26018802
530,110,36,5.680892753,1.522157579,3.294683334,8.522482974,530,284.040925,533.1030539,15.44647079,0.865243156,0.375863109
531,179,58,8.065161718,3.190654641,3.287456795,14.10968583,531,23.40590898,992.4444358,26.61276918,0.9422375,-1.420349243
532,57,21,3.850595582,0.340916879,3.095238095,4.343525429,532,632.8296833,583.7433088,7.766291621,0.452891238,0.408242908
533,187,62,7.497787822,2.65671823,2.723706005,11.99458992,533,1532.468904,658.518252,22.20834263,0.867587913,1.031698873
534,78,27,4.549266359,0.673569213,2.999771368,5.650181783,534,1818.621639,503.4434354,10.11114602,0.688775227,0.446836848
535,57,22,3.837194858,0.422880816,2.947544152,4.52837701,535,1308.72746,654.0224226,8.538331556,0.568204455,1.025025624
536,71,25,4.31019963,0.350683832,3.624803443,4.835204236,536,2000.546477,472.6128704,9.000779598,0.304298373,0.057645011
537,61,23,3.964442635,0.368438026,3.123482618,4.589171112,537,1334.087816,446.0055914,8.362025973,0.41233495,-0.257136348
538,70,24,4.28554675,0.326054095,3.700600552,4.798726683,538,1234.399057,720.8181786,8.405839101,0.187691663,0.106556167
539,107,40,5.543776458,1.218982192,2.784892278,7.586542361,539,905.8445316,566.1259886,14.66666417,0.7593566,0.901066424
540,72,25,4.424072727,0.734561436,3.371646482,5.797240723,540,869.4551418,363.702132,11.01590692,0.741288753,1.009959634
541,72,25,4.427494599,0.674456505,3.277560068,5.558992715,541,1911.175818,652.0084393,10.25361421,0.705335799,0.754913678
542,89,31,4.859735417,0.995325069,2.616087267,6.426159467,542,1287.689391,488.4339553,10.28765795,0.520822818,1.066679766
543,169,59,7.747262475,3.220165737,0.226129899,13.2441333,543,2050.086777,842.1401263,26.59363424,0.889437493,0.437411705
544,98,36,5.162479798,1.407664158,2.280486195,7.628932906,544,941.6320789,636.7247983,14.02803565,0.719770702,0.51368506
545,96,37,5.172006598,1.580035706,2.330131025,7.967657413,545,1251.332478,588.9856097,12.56292988,0.716152084,-0.168246385
546,73,29,4.514022722,0.962709368,2.853956096,6.825931531,546,1162.041179,483.5587952,8.952740194,0.47459563,1.103879272
547,77,27,4.564161612,0.690703089,3.392075005,5.968021779,547,677.7220811,599.140572,10.42477606,0.714080098,0.575848355
548,116,46,6.279688868,2.596949492,1.04030314,10.5971516,548,894.6464003,487.5191818,17.00439039,0.801525213,-0.09066212
549,115,36,5.691119495,1.40711977,2.628488276,8.104734937,549,1091.547492,743.7443837,15.25212495,0.85376546,0.993361966
550,111,34,5.739600886,1.502843559,2.941323526,8.029627233,550,462.1565513,549.5897902,15.01284586,0.875033061,-0.764588688
551,118,59,6.843077105,2.512637491,0.592008447,12.24930158,551,218.8922123,43.61190692,19.57980733,0.891614103,0.829217171
552,76,28,4.477762096,0.892516323,3.01357473,6.077727825,552,1199.354074,645.3182629,10.61458447,0.568353654,-1.002550815
553,87,35,5.047180089,1.093325619,2.504689479,7.257649026,553,597.9770868,530.7286952,12.29720195,0.617355193,-0.43965372
554,57,22,3.831756244,0.368545663,3.16227766,4.472135955,554,874.0965748,345.0449203,8.573991214,0.51362222,0.957793826
555,110,43,6.012598384,2.921005551,0.447334513,10.54624881,555,1152.905271,474.1595656,21.35696077,0.95272918,-0.681194012
556,110,44,6.018756122,2.826196146,0.650810048,10.83201942,556,522.4086129,350.3137863,21.68939658,0.935894513,0.858066269
557,96,34,5.206184114,1.611047472,1.297122181,7.450238611,557,1493.479211,370.3973918,15.7879942,0.883382468,-0.335170689
558,67,25,4.234944022,0.638474067,2.824464551,5.870059625,558,493.0479232,375.7333801,10.41606113,0.62967347,-1.166209647
559,232,79,9.646279808,4.343017371,1.698515332,17.95878241,559,1530.793218,431.2118953,33.98417407,0.943121622,-0.018966405
560,132,49,6.534682061,2.436390328,1.550080274,10.37435485,560,492.5564664,538.8722417,21.29062634,0.917270537,0.118127831
561,79,29,4.621338595,0.745143677,3.048751718,5.958337318,561,1688.145645,466.8405586,11.15396036,0.681166848,0.810536951
562,72,27,4.355992833,0.692367735,3.264515963,5.814225023,562,606.1289312,552.623515,9.876268794,0.603189218,0.675510299
563,90,30,4.959812158,1.011729553,2.9,6.341135545,563,2148.634716,675.1792267,12.21241292,0.789729851,-0.314462523
564,142,55,6.642930558,2.043268137,2.49839618,10.71982793,564,127.0169001,233.1922372,18.88211885,0.782221981,-1.419605563
565,63,25,4.120479066,0.698034574,2.781078927,5.258745097,565,1660.432785,333.865446,9.73026976,0.622590626,0.006223675
566,86,33,4.972829574,1.472141675,2.383174878,7.783868794,566,1076.945782,554.0731562,14.09006946,0.853580698,-0.053032479
567,126,47,6.426341789,2.360552512,2.274307858,10.22627652,567,921.6500059,498.199048,20.07421754,0.923028919,-1.408428312
568,128,59,7.005994795,3.398832309,0.55957878,13.47909529,568,1418.012819,52.96320404,23.77202347,0.93919347,0.035886935
569,72,26,4.410165208,0.742914617,3.056906043,6.16741293,569,1819.870577,378.8992225,11.48521623,0.728366258,0.423470565
570,158,53,6.883742349,2.345775719,1.359145544,10.95695322,570,865.0450479,605.5288248,21.77256115,0.856471535,-0.566821313
571,63,24,4.035575407,0.378088061,3.244921245,4.790217172,571,341.9946473,645.7417715,8.970877082,0.499373505,-0.83493181
572,83,31,4.731048249,0.78229122,3.213686911,6.426159467,572,2257.239871,376.2911441,11.68960893,0.610937167,-0.645474482
573,81,30,4.700352798,1.286258664,2.327850702,7.198533801,573,1886.86646,524.259073,13.1235486,0.812377246,0.311137618
574,81,27,4.76520292,1.135824657,2.722159233,6.377257259,574,541.4868034,546.1106258,13.12484635,0.847840695,0.757517715
575,103,43,5.879568385,1.855125941,2.768321142,9.349213229,575,30.92257215,341.6029261,16.96997965,0.86795291,1.451768196
576,73,27,4.427944725,0.872314392,3.037262864,6.257067335,576,1784.433519,345.8862938,10.6572366,0.67571469,0.821326848
577,72,25,4.374449252,0.596149091,3.398352542,5.48350253,577,1378.434047,521.1835972,9.362537308,0.671825125,1.084777519
578,80,31,4.880459263,1.281442753,2.769125153,6.866725936,578,837.6349179,405.5329106,13.2305617,0.848453888,-0.751844487
579,138,48,6.325019775,2.404194076,0.162713535,9.894517456,579,1546.056183,446.8591222,19.45190099,0.873511191,1.243586729
580,78,37,4.777405064,1.665727393,1.567101515,7.415952245,580,1976.490108,503.2217858,12.22707254,0.714500406,-0.041605555
581,182,63,7.711272848,2.659592839,3.207527679,12.89097059,581,1486.487021,710.1368485,21.23689741,0.777256821,-1.460464804
582,136,50,7.05809854,2.774967568,2.950050847,12.56752959,582,2063.54934,55.06472274,22.62336293,0.944173071,0.113814289
583,114,41,6.021831198,2.022893939,2.610781654,9.711023928,583,1705.174485,1111.820404,18.94481434,0.910414077,1.188091405
584,89,33,5.011149608,1.467569654,2.742717212,7.322117644,584,1956.228243,480.7183007,15.01363023,0.873974492,1.306046745
585,75,28,4.465912748,0.794278556,2.884025319,6.008603525,585,1539.347985,721.9712236,11.17277079,0.695909753,0.430362731
586,129,52,6.927582578,2.698225187,1.247037911,11.6362046,586,1056.582743,633.2619301,20.07898914,0.878190374,0.934335031
587,58,22,3.849386895,0.245600702,3.435654087,4.187002715,587,1401.504142,365.8009044,7.642648279,0.336129458,-1.567270996
588,59,23,3.874759428,0.352470699,3.2559383,4.466425898,588,1707.923539,391.2891744,9.142951787,0.479805429,0.411758849
589,84,34,4.984774831,1.514844365,1.941399274,8.422915275,589,982.8257655,366.205131,13.13750871,0.782417519,-0.502052927
590,79,27,4.580425193,0.756648612,3.383369316,5.866016612,590,1996.452415,484.6109025,11.3517487,0.733919031,0.013779226
591,125,48,6.272390365,2.401985075,0.605601744,9.976643731,591,967.8310758,418.9620158,17.86647375,0.785154038,1.259740322
592,80,30,4.671033703,1.19828569,2.53880987,6.854114741,592,1129.63049,711.1548398,13.26220687,0.844733223,-1.235410107
593,54,22,3.70735696,0.418241384,2.818548363,4.352495247,593,1460.986465,830.0634205,8.506107474,0.360893245,0.294630216
594,79,29,4.590505765,0.951763485,2.467867219,5.882823301,594,1623.671999,463.4397156,11.88384752,0.765123482,-0.098602321
595,84,34,4.952038384,1.777594385,1.643115026,7.722758799,595,470.9728444,601.8529665,15.79659074,0.909835061,-0.431304906
596,104,40,5.76066511,2.074032904,2.35332212,9.093301106,596,1435.97173,57.30000364,18.76319536,0.904150834,-1.018818622
597,101,38,5.471473368,1.9578208,2.043840825,8.480219775,597,906.1338261,583.002409,18.25537292,0.917040836,1.527280189
598,57,23,3.796760966,0.464743079,2.754271472,4.617915306,598,1022.642118,578.1626273,8.537576113,0.538570464,-0.408776383
599,80,29,4.676367741,1.245521239,2.412807681,6.666508123,599,329.4090425,467.1694364,12.97126197,0.839567358,-0.552490285
600,88,36,5.360853716,1.904870439,2.277777778,9.090253905,600,1798.70826,833.533886,16.57447447,0.903094814,-0.032011722
601,84,30,4.771809492,1.094862121,2.960480441,6.685639669,601,735.2281898,123.9562168,13.18389894,0.80756743,-0.091929682
602,148,62,8.298670302,3.972744086,2.010702374,15.48394657,602,441.5317952,42.88145825,27.85887518,0.970323245,0.022041687
603,99,35,5.25294245,1.590810248,2.240262375,7.60949997,603,1657.429253,518.048109,14.6455582,0.871202405,0.843018313
604,84,31,4.835630845,1.254595728,2.841640716,7.222997726,604,610.854279,571.2316489,13.01232056,0.837749912,-0.047207657
605,61,23,3.965915711,0.335741574,3.166757867,4.561903559,605,442.4565062,530.848994,7.986291919,0.41143441,0.672092302
606,107,41,5.331689399,2.12130088,0.883452209,8.395701572,606,1518.039229,369.1958837,18.19706553,0.87905508,1.115427766
607,111,38,5.759676169,1.909651158,2.22317808,8.831486418,607,1177.877761,660.892698,17.43944125,0.89973881,0.375289676
608,105,39,5.606079665,1.608208617,2.518831116,8.431375922,608,990.3165897,576.7518515,15.31514418,0.84853004,-1.34652354
609,136,53,5.919051812,2.184625005,1.23003819,8.831962409,609,1393.556954,340.070017,18.66083763,0.795087005,0.626389347
610,168,59,8.033211022,3.392390536,0.561372717,13.64786767,610,447.6056641,596.4009677,29.67642506,0.937044251,-0.797272599
611,76,35,4.713890165,1.403077783,2.002651304,7.590165495,611,362.083367,548.7073551,11.87122921,0.702213938,-0.496721967
612,96,40,5.154007494,2.033612979,0.908639092,8.391997676,612,1505.466995,479.766202,15.49327753,0.877789787,-1.336373072
613,126,50,6.115945011,1.681551849,3.109276443,8.972602744,613,183.070585,205.6724813,15.79205442,0.626788535,-1.025451417
614,76,27,4.475588259,0.662001165,3.460535889,5.693834656,614,1495.306888,745.4994341,10.5893994,0.687503268,0.080692
615,54,22,3.676275798,0.300612973,3.131089109,4.076996545,615,809.0731447,742.4477787,7.300607051,0.402701098,1.465391352
616,66,25,4.160536765,0.749622455,2.442949038,5.352382647,616,1468.614816,92.01951285,10.77566207,0.730099731,1.310153974
617,69,26,4.295958141,1.032924489,2.315691265,5.914204143,617,1258.957543,703.320143,10.31839884,0.72866193,-0.174024583
618,59,22,3.924001402,0.429950725,3.227592814,5.104284378,618,762.2879811,432.0241353,8.572619891,0.566962932,-1.149672016
619,193,68,7.373255298,2.924945346,0.427483584,12.12825243,619,458.2682267,612.6569966,23.32420792,0.703973704,0.163788377
620,57,22,3.82153939,0.397785603,3.001721269,4.672099356,620,757.34489,594.4963992,8.139872223,0.598116057,0.546075888
621,132,50,6.377735097,1.880557106,2.620686933,9.545051074,621,91.73199039,335.7800808,18.40218044,0.83507246,-0.137208098
622,55,22,3.723931757,0.272912128,3.214121733,4.119094822,622,1303.320357,322.6266379,7.580477273,0.196886577,-0.454487112
623,96,37,5.280835272,1.411213107,2.522795995,7.924451531,623,830.5449271,707.4077761,13.30354482,0.776764247,-0.071619473
624,57,23,3.799646006,0.473620034,2.90264204,4.538638987,624,866.8374769,712.1759882,8.233771371,0.617186466,1.336637344
625,151,50,7.244839178,2.920326228,1.011928851,11.50234759,625,822.4612326,392.452198,23.53058295,0.918433643,-1.254356119
626,73,26,4.36374863,0.549884033,3.530299952,5.484378029,626,740.6524977,713.5307582,9.474206126,0.653358256,1.311192473
627,169,61,7.359085239,3.187461139,0.596730319,12.63271923,627,862.5093623,649.6776414,28.69313731,0.925195532,1.023221434
628,110,40,5.887413904,2.479084009,1.562849961,9.573008931,628,988.9479744,612.7408226,19.4343775,0.934862208,0.872058685
629,106,44,5.726914256,2.079880651,1.410739505,9.194326538,629,1756.444298,550.3788827,17.96799353,0.863420715,0.306909487
630,71,27,4.310762082,0.902088544,2.875801314,5.745517726,630,1206.728552,531.1385164,10.65335237,0.794821321,0.040871933
631,78,31,4.786241613,1.615258752,1.665278645,7.511212569,631,1662.546483,569.5383903,13.50755499,0.870409575,-0.249089664
632,70,27,4.296707835,0.619108166,3.215616899,5.306129178,632,1163.653544,403.3211232,10.51667686,0.739329795,0.133102419
633,70,27,4.281946408,0.866807195,2.813108645,6.448274724,633,1799.684001,1107.103736,11.4630725,0.742438835,-0.062942712
634,83,32,4.6969894,1.092771681,2.220729751,6.485109145,634,1524.737747,548.2350678,11.6075958,0.755794063,1.541361797
635,84,33,5.112539458,1.541484199,3.03030303,7.923938229,635,972.7803869,578.4330313,13.73609422,0.867423875,0.352201571
636,115,44,5.532008308,1.640205019,2.073046227,8.497447356,636,93.79377537,730.0591359,16.14703694,0.780254359,0.294602998
637,120,52,6.328155647,2.676037533,0.963267676,11.00196661,637,151.1942708,516.1147351,23.34497162,0.915797727,0.078253189
638,106,49,5.905986107,1.86949322,3.042527939,10.10616284,638,737.0740384,50.63015957,17.08101398,0.832872232,-0.069189474
639,156,56,6.97067638,2.714504671,0.407596865,12.07366051,639,1409.592627,488.9905102,21.89348082,0.846378206,1.47553921
640,89,37,4.946310636,1.428618377,1.861728659,7.256391858,640,192.7985805,256.6697539,12.49349719,0.477501932,-1.382624279
641,105,36,5.624180316,1.804422747,2.248799405,8.508256702,641,274.3920675,641.0594048,16.68970539,0.897260827,-0.326433301
642,74,29,4.477884556,0.920586632,2.76636843,6.054155126,642,1408.913765,694.1341154,11.64463647,0.77778257,0.201721064
643,87,43,5.054139699,1.523661822,1.309779334,8.00111539,643,28.3941047,240.5170407,12.58683138,0.518640642,-1.217873396
644,61,25,4.013132751,0.79420748,2.518729839,5.641276451,644,1813.86012,593.9441915,9.659890183,0.731759124,1.057831287
645,116,36,5.890534831,1.695326007,2.411712675,8.536504764,645,1721.529843,346.4884148,17.64757655,0.881978966,1.100936304
646,90,34,4.95668025,1.455988398,2.342624441,7.277257554,646,1422.98798,675.6508844,15.11198839,0.86417291,-0.362640608
647,61,23,3.961453701,0.476958584,3.112569796,4.767763522,647,1963.450932,545.1910056,9.313868958,0.561881676,-0.106261944
648,63,28,4.099836616,0.845916318,2.551760097,6.136312959,648,1481.62836,374.1183297,9.675402973,0.531968477,-0.16747817
649,61,23,3.996145942,0.48082812,3.038816305,4.936075295,649,1373.259295,463.3372866,8.626816828,0.585572473,-0.069409871
650,71,30,4.509308878,1.175452678,2.924228293,7.322416116,650,390.6223903,327.1798297,10.78453131,0.767590364,0.993488536
651,58,24,3.868816755,0.659571596,2.616719745,5.116693811,651,1253.856013,101.5341807,9.632278668,0.618069843,-1.167544471
652,91,33,5.019344888,1.158640887,2.607117474,6.629372269,652,1655.963669,843.3943285,14.23516143,0.811570405,-0.276201432
653,82,34,4.79477915,1.649333354,1.78928955,7.7171561,653,1534.526892,485.8349202,16.23139946,0.904311315,0.193457322
654,57,26,3.992451142,0.944295942,2.323662687,6.102914233,654,1580.029475,737.0719905,8.398173587,0.644369634,1.362479359
655,58,24,3.827224243,0.386302469,3.134984051,4.508672199,655,1075.837114,408.2685263,8.329352668,0.216295762,-0.112315715
656,51,22,3.565902501,0.400465245,3.005504592,4.373095808,656,1817.410022,627.1410519,8.178658216,0.549287287,0.405686016
657,57,23,3.828007742,0.52933369,2.698806009,4.729747393,657,705.9414584,137.3670732,8.597388172,0.641463902,-0.481167801
658,162,57,7.013172844,2.589562606,0.957386923,12.16714415,658,652.4798347,576.1823765,20.84418054,0.759190303,-1.029468139
659,88,35,5.19652802,1.692291831,1.990179973,8.026079939,659,1675.603151,549.0453229,15.15538014,0.849926225,0.284174006
660,68,24,4.267848617,0.726996382,2.567153633,5.62052291,660,567.300271,396.341632,10.88004602,0.687794637,-0.416926073
661,93,34,5.189837492,1.597147747,2.5,7.986201335,661,1824.060412,477.5746875,14.51748443,0.832369673,0.996314671
662,56,23,3.757551733,0.27133302,3.365846475,4.341734864,662,1405.461707,616.4357361,8.292538107,0.225518535,-1.282970899
663,60,23,3.938586388,0.514271213,2.97182739,5.103836727,663,1374.293093,216.0027025,9.729167415,0.597759863,-1.50479099
664,59,23,3.881155955,0.335308598,3.263477218,4.48163655,664,1378.730416,629.1639339,8.068190382,0.430582021,1.4338654
665,105,39,5.062724504,1.536959978,0.487179487,7.156235241,665,898.1175649,660.315925,14.20395848,0.678212477,-1.462308128
666,70,27,4.322561562,1.0040873,2.374995488,6.313701433,666,1538.568146,537.995953,11.24855099,0.748626195,1.308816851
667,95,42,6.049876599,2.148909956,1.723848987,10.29194036,667,2117.903124,55.00852522,17.04365095,0.882043392,-0.735747431
668,76,31,4.655903233,1.231728078,2.348422545,7.100585487,668,1659.557371,348.4056666,13.06514979,0.817969831,-0.713760491
669,73,31,4.452841732,1.463920829,1.731149402,6.916327633,669,523.5422917,456.6288292,12.24682363,0.807974493,1.215392333
670,84,33,4.807354133,1.877931881,0.999540758,7.307052834,670,561.7188436,580.9901861,16.35190052,0.907302284,-0.01026023
